C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_19_350.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_19_350.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_19_350.jpg,0,0,0,3.713302E-06
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_19_420.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_19_420.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_19_420.jpg,0,0,0,1.394093E-05
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_19_493.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_19_493.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_19_493.jpg,0,0,0,1.015429E-05
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_19_562.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_19_562.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_19_562.jpg,0,0,0,8.069209E-07
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_19_631.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_19_631.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_19_631.jpg,0,0,0,2.461118E-05
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_19_699.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_19_699.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_19_699.jpg,0,0,0,2.443635E-06
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_19_769.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_19_769.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_19_769.jpg,0,0,0,1.774663E-06
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_19_838.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_19_838.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_19_838.jpg,0,0,0,2.407964E-05
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_19_911.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_19_911.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_19_911.jpg,0,0,0,2.154175E-06
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_19_978.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_19_978.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_19_978.jpg,0,0,0,3.129578E-06
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_20_045.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_20_045.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_20_045.jpg,0,0,0,2.210859E-06
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_20_114.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_20_114.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_20_114.jpg,0,0,0,9.887888E-06
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_20_185.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_20_185.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_20_185.jpg,0,0,0,1.604802E-06
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_20_255.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_20_255.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_20_255.jpg,0,0,0,1.675924E-06
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_20_323.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_20_323.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_20_323.jpg,0,0,0,1.121418E-05
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_20_391.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_20_391.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_20_391.jpg,0,0.2331765,0,0.1459346
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_20_461.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_20_461.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_20_461.jpg,0,0.4239714,0,0.4126537
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_20_530.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_20_530.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_20_530.jpg,0,0.6505389,0,0.869619
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_20_596.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_20_596.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_20_596.jpg,0,0.8292124,0,1.429798
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_20_670.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_20_670.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_20_670.jpg,0,1,0,2.377162
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_20_739.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_20_739.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_20_739.jpg,-0.05,1,0,3.083887
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_20_808.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_20_808.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_20_808.jpg,-0.25,1,0,4.017944
C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\center_2021_01_31_16_22_20_876.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\left_2021_01_31_16_22_20_876.jpg,C:\Users\Liam Han\OneDrive\Desktop\Data\IMG\right_2021_01_31_16_22_20_876.jpg,-0.4,1,0,4.705047
